ID_COMPONENTE;MODULO;TIPO;NOMBRE_ARCHIVO_O_FUNCION;RUTA_FISICA;ROL_ASOCIADO;COMANDO_INVOCACION;ENTRADA_PARAMETROS;SALIDA_RESULTADO;DESCRIPCION_OPERATIVA_DETALLADA;CRITICIDAD
RTE-005;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/contracts;src/app/(artist)/artistas/contracts/page.tsx;ARTISTA_DJ;GET/POST /artistas/contracts;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-006;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/media;src/app/(artist)/artistas/media/page.tsx;ARTISTA_DJ;GET/POST /artistas/media;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-007;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/pricing;src/app/(artist)/artistas/pricing/page.tsx;ARTISTA_DJ;GET/POST /artistas/pricing;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-008;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/profile;src/app/(artist)/artistas/profile/page.tsx;ARTISTA_DJ;GET/POST /artistas/profile;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-009;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/repertoire;src/app/(artist)/artistas/repertoire/page.tsx;ARTISTA_DJ;GET/POST /artistas/repertoire;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-010;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/settings;src/app/(artist)/artistas/settings/page.tsx;ARTISTA_DJ;GET/POST /artistas/settings;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-011;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/dashboard/paciente-cero;src/app/(dashboard)/dashboard/paciente-cero/page.tsx;PUBLIC_VISITOR;GET/POST /dashboard/paciente-cero;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Portal de Artistas & DJs Freemium / Pro con ingesta de historiales y activación de Stripe.;HIGH
RTE-012;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/dashboard/proveedor;src/app/(dashboard)/dashboard/proveedor/page.tsx;PUBLIC_VISITOR;GET/POST /dashboard/proveedor;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Portal de Artistas & DJs Freemium / Pro con ingesta de historiales y activación de Stripe.;HIGH
RTE-013;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/giras;src/app/(dashboard)/giras/page.tsx;PUBLIC_VISITOR;GET/POST /giras;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-014;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artists/dashboard;src/app/(label)/artists/dashboard/page.tsx;PUBLIC_VISITOR;GET/POST /artists/dashboard;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Portal de Artistas & DJs Freemium / Pro con ingesta de historiales y activación de Stripe.;HIGH
RTE-015;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/analytics;src/app/(nexus)/(admin)/analytics/page.tsx;PUBLIC_VISITOR;GET/POST /analytics;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-016;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas-auditoria;src/app/(nexus)/(admin)/artistas-auditoria/page.tsx;ARTISTA_DJ;GET/POST /artistas-auditoria;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-017;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/command-center;src/app/(nexus)/(admin)/command-center/page.tsx;PUBLIC_VISITOR;GET/POST /command-center;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-018;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/control;src/app/(nexus)/(admin)/control/page.tsx;PUBLIC_VISITOR;GET/POST /control;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-019;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/giras/[id];src/app/(nexus)/(dashboard)/giras/[id]/page.tsx;PUBLIC_VISITOR;GET/POST /giras/[id];HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-020;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/studio;src/app/(nexus)/(dashboard)/studio/page.tsx;PUBLIC_VISITOR;GET/POST /studio;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-021;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/studio/[lessonId];src/app/(nexus)/(dashboard)/studio/[lessonId]/page.tsx;PUBLIC_VISITOR;GET/POST /studio/[lessonId];HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-022;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/vault;src/app/(nexus)/(dashboard)/vault/page.tsx;PUBLIC_VISITOR;GET/POST /vault;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-023;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin;src/app/(nexus)/admin/page.tsx;PUBLIC_VISITOR;GET/POST /admin;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-024;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/academia;src/app/(nexus)/admin/academia/page.tsx;PUBLIC_VISITOR;GET/POST /admin/academia;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-025;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/afiliado;src/app/(nexus)/admin/afiliado/page.tsx;PUBLIC_VISITOR;GET/POST /admin/afiliado;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-026;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/afiliados;src/app/(nexus)/admin/afiliados/page.tsx;PUBLIC_VISITOR;GET/POST /admin/afiliados;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-027;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/astra;src/app/(nexus)/admin/astra/page.tsx;PUBLIC_VISITOR;GET/POST /admin/astra;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-028;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/configurador;src/app/(nexus)/admin/configurador/page.tsx;PUBLIC_VISITOR;GET/POST /admin/configurador;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-029;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/crm;src/app/(nexus)/admin/crm/page.tsx;PUBLIC_VISITOR;GET/POST /admin/crm;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-030;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/crm-vulnerable;src/app/(nexus)/admin/crm-vulnerable/page.tsx;PUBLIC_VISITOR;GET/POST /admin/crm-vulnerable;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-031;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/estado;src/app/(nexus)/admin/estado/page.tsx;PUBLIC_VISITOR;GET/POST /admin/estado;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-032;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/flota;src/app/(nexus)/admin/flota/page.tsx;PUBLIC_VISITOR;GET/POST /admin/flota;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-033;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/hunter;src/app/(nexus)/admin/hunter/page.tsx;PUBLIC_VISITOR;GET/POST /admin/hunter;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-034;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/mapear;src/app/(nexus)/admin/mapear/page.tsx;PUBLIC_VISITOR;GET/POST /admin/mapear;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-035;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/nexus;src/app/(nexus)/admin/nexus/page.tsx;PUBLIC_VISITOR;GET/POST /admin/nexus;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-036;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/oraculo;src/app/(nexus)/admin/oraculo/page.tsx;PUBLIC_VISITOR;GET/POST /admin/oraculo;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-037;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/rutas;src/app/(nexus)/admin/rutas/page.tsx;PUBLIC_VISITOR;GET/POST /admin/rutas;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-038;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/admin/vimume;src/app/(nexus)/admin/vimume/page.tsx;PUBLIC_VISITOR;GET/POST /admin/vimume;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-039;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/centro-mando;src/app/(nexus)/centro-mando/page.tsx;PUBLIC_VISITOR;GET/POST /centro-mando;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-040;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/dashboard;src/app/(nexus)/dashboard/page.tsx;PUBLIC_VISITOR;GET/POST /dashboard;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Portal de Artistas & DJs Freemium / Pro con ingesta de historiales y activación de Stripe.;HIGH
RTE-041;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/dashboard/operaciones/[tourId];src/app/(nexus)/dashboard/operaciones/[tourId]/page.tsx;PUBLIC_VISITOR;GET/POST /dashboard/operaciones/[tourId];HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Portal de Artistas & DJs Freemium / Pro con ingesta de historiales y activación de Stripe.;HIGH
RTE-042;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/dashboard/vault;src/app/(nexus)/dashboard/vault/page.tsx;PUBLIC_VISITOR;GET/POST /dashboard/vault;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Portal de Artistas & DJs Freemium / Pro con ingesta de historiales y activación de Stripe.;HIGH
RTE-043;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/nexus;src/app/(nexus)/nexus/page.tsx;PUBLIC_VISITOR;GET/POST /nexus;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-044;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/nexus/[role]/[id];src/app/(nexus)/nexus/[role]/[id]/page.tsx;PUBLIC_VISITOR;GET/POST /nexus/[role]/[id];HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-045;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/portal;src/app/(nexus)/portal/page.tsx;PUBLIC_VISITOR;GET/POST /portal;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-046;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/;src/app/(public)/page.tsx;PUBLIC_VISITOR;GET/POST /;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-047;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/auditoria;src/app/(public)/(auth)/auditoria/page.tsx;PUBLIC_VISITOR;GET/POST /auditoria;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-048;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/login;src/app/(public)/(auth)/login/page.tsx;PUBLIC_VISITOR;GET/POST /login;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-049;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/register;src/app/(public)/(auth)/register/page.tsx;PUBLIC_VISITOR;GET/POST /register;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-050;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/about;src/app/(public)/about/page.tsx;PUBLIC_VISITOR;GET/POST /about;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-051;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/academia;src/app/(public)/academia/page.tsx;PUBLIC_VISITOR;GET/POST /academia;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-052;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/afiliado;src/app/(public)/afiliado/page.tsx;PUBLIC_VISITOR;GET/POST /afiliado;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-053;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/afiliados;src/app/(public)/afiliados/page.tsx;PUBLIC_VISITOR;GET/POST /afiliados;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-054;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/alquiler;src/app/(public)/alquiler/page.tsx;PUBLIC_VISITOR;GET/POST /alquiler;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-055;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/arsenal;src/app/(public)/arsenal/page.tsx;PUBLIC_VISITOR;GET/POST /arsenal;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-056;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/arsenal/[...slug];src/app/(public)/arsenal/[...slug]/page.tsx;PUBLIC_VISITOR;GET/POST /arsenal/[...slug];HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-057;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas;src/app/(public)/artistas/page.tsx;ARTISTA_DJ;GET/POST /artistas;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-058;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/aniversarios;src/app/(public)/artistas/aniversarios/page.tsx;ARTISTA_DJ;GET/POST /artistas/aniversarios;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-059;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/bodas;src/app/(public)/artistas/bodas/page.tsx;ARTISTA_DJ;GET/POST /artistas/bodas;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-060;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/ciudades;src/app/(public)/artistas/ciudades/page.tsx;ARTISTA_DJ;GET/POST /artistas/ciudades;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-061;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/cumpleanos;src/app/(public)/artistas/cumpleanos/page.tsx;ARTISTA_DJ;GET/POST /artistas/cumpleanos;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-062;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/cumpleaños;src/app/(public)/artistas/cumpleaños/page.tsx;ARTISTA_DJ;GET/POST /artistas/cumpleaños;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-063;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/dashboard;src/app/(public)/artistas/dashboard/page.tsx;ARTISTA_DJ;GET/POST /artistas/dashboard;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Portal de Artistas & DJs Freemium / Pro con ingesta de historiales y activación de Stripe.;CRITICAL
RTE-064;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/djs;src/app/(public)/artistas/djs/page.tsx;ARTISTA_DJ;GET/POST /artistas/djs;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-065;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/edwin-agudelo;src/app/(public)/artistas/edwin-agudelo/page.tsx;ARTISTA_DJ;GET/POST /artistas/edwin-agudelo;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-066;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/eventos;src/app/(public)/artistas/eventos/page.tsx;ARTISTA_DJ;GET/POST /artistas/eventos;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-067;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/ferias;src/app/(public)/artistas/ferias/page.tsx;ARTISTA_DJ;GET/POST /artistas/ferias;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-068;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/festivales;src/app/(public)/artistas/festivales/page.tsx;ARTISTA_DJ;GET/POST /artistas/festivales;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-069;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/municipios;src/app/(public)/artistas/municipios/page.tsx;ARTISTA_DJ;GET/POST /artistas/municipios;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-070;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/orquestas;src/app/(public)/artistas/orquestas/page.tsx;ARTISTA_DJ;GET/POST /artistas/orquestas;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-071;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/provincias;src/app/(public)/artistas/provincias/page.tsx;ARTISTA_DJ;GET/POST /artistas/provincias;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-072;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/reclamar-regalias;src/app/(public)/artistas/reclamar-regalias/page.tsx;ARTISTA_DJ;GET/POST /artistas/reclamar-regalias;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Landing Page de captación masiva S-Class ('El Vengador de Regalías') con calculadora y CTA dual.;CRITICAL
RTE-073;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/shows;src/app/(public)/artistas/shows/page.tsx;ARTISTA_DJ;GET/POST /artistas/shows;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-074;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/solistas;src/app/(public)/artistas/solistas/page.tsx;ARTISTA_DJ;GET/POST /artistas/solistas;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-075;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/[slug];src/app/(public)/artistas/[slug]/page.tsx;ARTISTA_DJ;GET/POST /artistas/[slug];HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-076;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artistas/[slug]/booking;src/app/(public)/artistas/[slug]/booking/page.tsx;ARTISTA_DJ;GET/POST /artistas/[slug]/booking;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;CRITICAL
RTE-077;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artists;src/app/(public)/artists/page.tsx;PUBLIC_VISITOR;GET/POST /artists;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-078;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artists/press;src/app/(public)/artists/press/page.tsx;PUBLIC_VISITOR;GET/POST /artists/press;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-079;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artists/releases;src/app/(public)/artists/releases/page.tsx;PUBLIC_VISITOR;GET/POST /artists/releases;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-080;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artists/roster;src/app/(public)/artists/roster/page.tsx;PUBLIC_VISITOR;GET/POST /artists/roster;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-081;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/artists/[slug];src/app/(public)/artists/[slug]/page.tsx;PUBLIC_VISITOR;GET/POST /artists/[slug];HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-082;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/aviso-legal;src/app/(public)/aviso-legal/page.tsx;PUBLIC_VISITOR;GET/POST /aviso-legal;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
RTE-083;ROUTING_NEXTJS;PUBLIC_PAGE_VIEW;/ayuntamientos;src/app/(public)/ayuntamientos/page.tsx;PUBLIC_VISITOR;GET/POST /ayuntamientos;HTTP Request / URL Query / JSON Body;HTML DOM Response / JSON Response / Stream Attachment;Endpoint de procesamiento API o vista de cliente/artista renderizada con Next.js App Router.;HIGH
